Unnamed: 0,Car,Review,Polarity_score,Sentiment
127,Mahindra Thar,"This car's road appearance is very nice. Nice car for family also. For boys and girls, it's a good option to buy. Driving is fun with the new engine. The looks of the bumpers can be a bit more macho. Now ride quality has been better since the last that but the convertible top has to be a bit Re-engineered.",4.266,Strongly Positive
128,Mahindra Thar,"I think this is one of the best offroad cars in this price range. This car has very little boot space, best car. ",4.2775,Strongly Positive
129,Mahindra Thar,Looks and built quality is much enhanced. But lacks space and comfort. Mileage is not that good in this price segment. It is like a show-off type of car. ,2.6265,Positive
130,Mahindra Thar,Mahindra Thar is the best and strongest car. There is no answer to safety. Mahindra's Thar is useful in 4X4 and an amazing offroading looks.,4.6855,Strongly Positive
131,Mahindra Thar,Mahindra Thar is very comfortable and smooth. It is very good performance. Thar looks are very good. This car is a good car for off-roading. Driving modes are awesome and best in SUV management. ,4.8505,Strongly Positive
132,Mahindra Thar,Good car and worth buying The model looks awesome The feeling of driving the car is also good They are open for feedback and the response is good.,4.6745,Strongly Positive
133,Mahindra Thar,"THAR is not just a car it's an expression about having the most muscular car on the road. You can take this car to offroad tracks, highways, and your friendly streets just all that casually. This car is most favorable in areas near the mountains. Thar has the most masculine look and this generation is even better with all the basic and premium feat...",4.4025,Strongly Positive
134,Mahindra Thar,"This is an amazing and fully stylish car, but the mileage is very low. The overall driving experience is also good, and the performance is unbelievable.",3.277,Positive
135,Mahindra Thar,Mahindra Thar is the most beautiful car and someone's dream car and best performance in the millage and best looking car.,4.696,Strongly Positive
136,Mahindra Thar,Very nice car with the best features. It's a very comfortable and good performance car.,4.6655,Strongly Positive
137,Mahindra Thar,This SUV is wonderful and very powerful with a muscular look. This SUV is looking good and is a super performance.,4.6365,Strongly Positive
138,Mahindra Thar,"Performance is best, mileage is good, the front look is very attractive, big tires, less vibrations while driving, stability is very good, music system is very good, safety is good, the height of the car is very good, length of the car is best, lights of the car is awesome, 4×4 system is better than other cars, the overall car is good",4.9495000000000005,Strongly Positive
139,Mahindra Thar,"Good car, if I see other cars that is a different car. If you like adventure this is the best car and not only for adventure, it is fit for any condition. After all, it was a full package and the perfect car. I love this car very much and I was suggesting everyone buy this car . 
 
",4.869,Strongly Positive
140,Mahindra Thar,"The new look of Thar is just awesome, equivalent to European market styling, the performance of the vehicle is outstanding, and the perfect car for off-roading. ",4.5765,Strongly Positive
141,Mahindra Thar,Good experience and fully satisfied. Mileage in this segment is ok. Looks like a legend and is incomparable.,4.327500000000001,Strongly Positive
142,Mahindra Thar,It's like a royal dashing four-wheeler. Totally satisfied it's service's safety and performance overall excellent performance I loved it very much and I also advised all car lovers if your choice is royal so you go with Mahindra Thar.,4.803,Strongly Positive
143,Mahindra Thar,THAR IS ONE OF THE MOST AFFORDABLE OFF-ROADING SUVS. PEOPLE LIKE IT THE MOST AFFORDABLE THAR. ITS PERFORMANCE IS QUITE TERRIFIC. MAHINDRA THAR IS A STYLED SUV THAT I LIKE. THAR IS ONE OF THE BEST CAR THAT I HAVE EVER SEEN. ,4.5584999999999996,Strongly Positive
144,Mahindra Thar,Overall experience is good and it would be great to ride. It is very comfortable to drive.,4.454000000000001,Strongly Positive
145,Mahindra Thar,THAR IS ONE OF THE MOST AFFORDABLE OFF-ROADING SUVS. PEOPLE LIKE IT THE MOST AFFORDABLE THAR. ITS PERFORMANCE IS QUITE TERRIFIC. MAHINDRA THAR IS A STYLED SUV THAT I LIKED THE MOST. ITS EXTERIOR IS JUST AWESOME. ,4.5760000000000005,Strongly Positive
146,Mahindra Thar,"Mahindra Thar is not only the best-selling off-road SUV of the company as well as in its segment. It is liked for its powerful styling and engine. This car is also very much liked by the youth. Now apart from off-roading, it can also be seen on city roads. You get better high-speed stability in this car.",4.5405,Strongly Positive
147,Mahindra Thar,I am in love with this top-class off-road SUV. Mahindra Thar comes with a spacious cabin where you get plenty of legroom to sit comfortably and drive. The seats are made of upholstered leather providing utmost comfort to the driver as well as the passenger. This car never makes you feel uncomfortable.,4.201,Strongly Positive
148,Mahindra Thar,It is looking good and its performance good. Its 4×4 wheel is also very good. This is an offroading car.,4.1354999999999995,Strongly Positive
149,Mahindra Thar,"The most spacious car. My experience with Wagon R has been fantastic from buying to till date. I can say that it's been a complete family car for me as of now. I had Maruti Alto before this, but when I bought Wagon R, almost all the issues, which I used to face with Maruti Alto have been solved. The biggest problem I used to face as a 6 feet tall g...",0.5135,Positive
150,Mahindra Thar,"It's nice for off-road, and I like its bold look. The build quality of this car is brilliant, and its performance is also good.",4.6370000000000005,Strongly Positive
151,Mahindra Thar,"Thar is the best performance and mileage car with wonder full design, tyar grip.",3.1845,Positive
152,Mahindra Thar,This is the best SUV in this segment. Its mileage is also good and the performance is superb!,4.549,Strongly Positive
153,Mahindra Thar,"This is a very nice and good offroading car. The nice interior and comfortable for your family. The build quality is too good with the smart screen. The good seats. led lights, and I suggest you buy this car.",4.8345,Strongly Positive
154,Mahindra Thar,The Thar is a good car for off-roading. It performed very nicely and ground clearance is very comfortable. Driving modes are also interesting.,4.5395,Strongly Positive
155,Mahindra Thar,"Except for maintenance costs, the car is superb. Its style, comfort, and features are just like a luxurious car.",4.221,Strongly Positive
156,Mahindra Thar,This vehicle is cool with a strong engine and good for a hedgy ride. But utility wise this is not the vehicle to go with. It does not have any boot space plus this vehicle is more of for a show and status than normal day-to-day usage.,4.18,Strongly Positive
